name,line
Fushiguro,(Flashback) You’ll never stand a chance! Fighting that thing with one hand?!
Itadori,(Flashback) Look closer.
Fushiguro,(Flashback) Ah…
Itadori,(Flashback) That curse is having fun. It's obviously toying with us. At least I can buy us some time.
Fushiguro,(Flashback) You can’t!
Itadori,(Flashback) Fushiguro… It’s okay.
[Scene: In the present. Fushiguro runs through the hallways.],
Fushiguro,"Ngh… Ngh!

Demon Dogs!"
[Action: Fushiguro summons his black Demon Dog.],
Fushiguro,Find Kugisaki!
,
[Scene: Elsewhere in the detention center. Kugisaki holds her last nail.],
Kugisaki,Down to my last one already… Haa…
Curses,Hahaha…
Kugisaki,I guess I should’ve brought a few more along with me.
,
[Scene: Elsewhere in the detention center. The Finger Bearer tears off its cloak.],
F. Bearer,Hehehehe… Grrr! Hehehehe…
Itadori,"Heh… Guess you’re saying it’s easier to move around stripped down to your underwear!

(Thoughts) What am I supposed to do? I have no idea how to use cursed energy. For now, that’s fine. I just have to buy some time --"
[Action: The Finger Bearer blasts Itadori with cursed energy.],
F. Bearer,Urah!
Itadori,"Gahh!

Ngh…

(Thoughts) What the hell was that? A cursed energy barrier?

Ah…"
F. Bearer,Heh!
"[Action: The Finger Bearer hits Itadori with another blast of cursed energy, smashing through the wall.]",
Itadori,"Gah!

Ahh!

Ngh…

Ngh… Ugh… Ughh… Ahh…"
F. Bearer,Hmm?
Itadori,Ah…!
[Action: Itadori stands up and holds his arms out.],
Itadori,Ngh… Ugh!
F. Bearer,Urahh!
[Action: The Finger Bearer blasts Itadori with more cursed energy.],
Itadori,Ngh… Ahh… Grr… Ahh… Urahh!
[Action: Itadori’s fingers melt away.],
Itadori,"(Thoughts) Ow… Ow, ow! It hurts, it hurts, it hurts! Why am I doing this…

(Thoughts) If only I hadn’t picked up that finger back then! If only I hadn’t eaten it…

(Thoughts) If only… If only…

(Thoughts) Stop it! Don’t think!

(Thoughts) No… No! I want to run, I want to run, I want to run! I don’t want to die…

(Thoughts) If I died here… If I actually died… would that be a proper death?!

Nghhh… Don’t think!!"
Wasuke,(Flashback) So try to help others.
Itadori,(Thoughts) Have I… Have I gotten so weak?
,
[Scene: Elsewhere in the detention center. Kugisaki’s hammer is broken. A curse holds her upside down.],
Kugisaki,You! I know your face now!
Curses,Hehehehe…
Kugisaki,I swear I’m going to curse you!
Curse,Fufufufu…
[Action: The curse prepares to eat Kugisaki.],
Curse,Ahh~… Ahh~…
Kugisaki,Ngh…
[Action: Fushiguro’s Toad grabs Kugisaki out of the curse’s grasp.],
Kugisaki,Ahhh!
Curse,Huh?
[Action: Fushiguro’s Great Serpent bites the curse.],
Curse,Urahh!
[Action: Kugisaki is pulled into Fushiguro’s toad’s mouth.],
Fushiguro,We’re out of here now! Let’s go!
Kugisaki,"You know, I really hate frogs."
Fushiguro,"Well, that’s too damn bad!"
,
[Scene: Elsewhere in the detention center. The Finger Bearer approaches a slumped over Itadori.],
F. Bearer,Heh!
Itadori,"I was so proud…

I thought I was really strong. At least strong enough that I could choose when and how I’d die. But, I’m not.

I’m weak… I’m way too weak!

Ngh… Ugh… I don’t want to die!

Nghh! But I am going to die! No way… Not like this. No! Ngh…"
[Action: Itadori cries.],
Itadori,"Not like this…

(Thoughts) A proper death?

(Thoughts) Yeah, right! Don’t be naive!"
Yaga,(Flashback) Jujutsu sorcerers never die without regret.
Itadori,(Thoughts) Still… I want to be able to say my death was a proper one.
Fushiguro,(Flashback) These negative emotions of mankind become the source of curses.
Itadori,"(Thoughts) So, all the hate, the fear… the regret… Let it all out!  And put it in your fist!"
[Action: Itadori’s fist alights with cursed red energy. Itadori charges forward.],
F. Bearer,Hehehe!
Itadori,Urahhh!
F. Bearer,Hehehehe!
[Action: The Finger Bearer catches Itadori’s fist.],
F. Bearer,Hehehehe…
Itadori,Damn… Nothing…
Demon Dog,Awooo!
Itadori,"Ah…

(Thoughts) That howl…"
Demon Dog,Awooo!
Itadori,(Thoughts) That must be the signal from Fushiguro…
[Action: Sukuna appears.],
F. Bearer,Ah!
Sukuna,Incredible. What a pain this brat is.
,
,
,
[Scene: In the detention center. Sukuna faces the Finger Bearer.],
Sukuna,Incredible. What a pain this brat is. It’s obvious he’s just screwing around with me!
[Action: Sukuna puts his hand on the Finger Bearer’s shoulder.],
F. Bearer,Ahh…
Sukuna,"Hold on a moment. I’m thinkin’ here.

What I need is some way to make him regret doing all of this.

(Thoughts) Nahh… If I went after him, that punk would just switch right back!

(Thoughts) So the thing that would cause him the most trouble… is probably this!"
[Action: Sukuna is picturing him and the cursed energy vs. Fushiguro.],
Sukuna,(Thoughts) I’ll just put things back the way they were!
F. Bearer,Ah… Ah…
[Action: Sukuna begins walking away. The Finger Bearer jumps back in fear.],
Sukuna,"All right, let’s go kill some kids."
[Action: Sukuna regenerates Itadori’s finger beckons the spirit.],
Sukuna,Follow me.
F. Bearer,Ngh… Ngh… Grrr… Ngh!
[Action: The Finger Bearer begins to summon cursed energy in his hands.The Finger Bearer begins to throw the energy towards Sukuna.],
Sukuna,(Thoughts) Idiot.
F. Bearer,Urahhh!
[Action: The Finger Bearer sends a blast of cursed energy at Sukuna. Sukuna regenerates Itadori’s hand and deflects it easily.],
Sukuna,"Huh? Well, shit. I healed his other hand, too."
F. Bearer,Ahh!
Sukuna,"What? You don’t like to take walks?

Well, that's true. Cursed spirits are usually supposed to stay where they’re born. Fine, fine. In that case… you will die here."
[Action: Sukuna slams the Finger Bearer’s head into the ground.],
F. Bearer,Gahh! Ahh… Gahh…
Sukuna,"Hey, what’s the matter? You’re not finished already, are you?"
F. Bearer,Ngh… Grrr…
Sukuna,"Yeah, good… That’s the way. Just try a little harder.

Ngh… Hngh!"
"[Action: Sukuna slams his foot onto the Finger Bearer’s head, crumbling the ground beneath them.]",
F. Bearer,Ngh!
[Action: The Finger Bearer grabs Sukuna’s ankle.],
Sukuna,Huh?
F. Bearer,Urahh!
"[Action: The Finger Bearer moves to throw Sukuna, but Sukuna rips its arm off. Sukuna sits cross-legged across from the Finger Bearer.]",
Sukuna,Even a cursed spirit… is bound to miss his arm.
F. Bearer,Eek!
Sukuna,Hehehe… Hahahaha… Hahahaha! Hahahaha!
[Action: The Finger Bearer falls into the water below.],
,
[Scene: Outside the detention center. Ijichi prepares to leave with Kugisaki. Kugisaki is unconscious in the backseat.],
Fushiguro,We need to expand the evacuation area to ten kilometers.
Ijichi,What about you?
Fushiguro,I’ll stay. I’m going to wait for Itadori.
Ijichi,"Understood. All right, let me get Kugisaki to the hospital. Then I’ll come back here for you."
Fushiguro,"No, you wouldn’t be of that much use in this situation."
Ijichi,Mm…
Fushiguro,"To really help, you could have them send us a sorcerer who’s Grade 1 or higher.

If one was around."
Ijichi,I’ll do my best. Later.
[Action: Ijichi rolls the car window up and drives off with Kugisaki. Fushiguro stands in the rain and looks back to the detention center.],
Fushiguro,"(Thoughts) Even if this goes South, if the worst case happens…

(Flashback) I don’t want him to die. Gojou, can you save him?

(Thoughts) … it will be my responsibility to end him."
,
"[Scene: In the detention center. Sukuna speaks with the Finger Bearer, who now has its arms and legs removed and pinned to a wall.]",
Sukuna,"Hey, did you know about this? Surprisingly, you and I both are apparently classified as special-grade. Good job! You and me, man!"
F. Bearer,"Grr… Ngh! Ngh…

Grrr! Ngh… Graph…"
[Action: The Finger Bearer regrows its arms and legs.],
Sukuna,"All right, special-grade! You just keep tryin’."
[Action: The Finger Bearer jumps down from the wall.],
F. Bearer,Hehehe…
Sukuna,"Pleased with yourself, huh? You want praise now?

But healing with cursed energy isn’t all that difficult. It’s a lot easier for cursed spirits than it is for humans.

Neither you nor this punk whose body I’m in truly understand what curses really are. This is a good opportunity.

So I’ll use it to show you… exactly what real jujutsu is."
[Action: Sukuna brings his hands before him in a pyramid shape.],
Sukuna,Domain expansion.
[Scene: In Sukuna’s Domain. Sukuna stands before a shrine.],
Sukuna,Malevolent Shrine.
F. Bearer,Erk… Eek!
[Action: The Finger Bearer is instantly cut into many pieces.],
Sukuna,"I was only planning to slice you into three, but I guess you were weaker than I thought. 

Oh, yeah, and then there’s this."
[Action: Sukuna removes his finger from the Finger Bearer’s chest.],
Sukuna,I will be taking this.
[Action: Sukuna holds up the finger. The Finger Bearer disintegrates into a flash of purple flames.],
Sukuna,"It’s over, you punk!

What are you waiting for?! If you’re gonna switch, then do it already!

Uh-oh. Something wrong, brat?

Hehe…"
[Action: Sukuna smiles with a devilish grin and a gleam in his eye.],
Sukuna,"Well, well…"
[Scene: In the detention center. Sukuna waits for Itadori to possess his own body again.],
Sukuna,"This sucks! If you’re gonna switch, just do it already!

What’s the matter, brat?

Heh…"
,
[Scene: Outside the detention center. Fushiguro waits by the gate and senses something.],
Fushiguro,"Ah…

(Thoughts) The Innate Domain is closed off! The special-grade is dead!

(Thoughts) Now we just need Itadori to return safely…

Ah!"
Sukuna,"Sorry, but he’s not coming back."
Fushiguro,Ah…
Sukuna,"Don’t be so frightened. I’m in a great mood right now. Let’s chat for a bit.

This is what he gets for trying to use me without any kind of pact. Feels like he’s having some trouble switching back.

Still, though, it’s only a matter of time."
[Action: Sukuna rips off Itadori’s clothes.],
Sukuna,So… I thought about what I can do right now.
Fushiguro,Ah…!
Sukuna,Fufu…
[Action: Sukuna digs his hand into Itadori’s chest.],
Fushiguro,Ah!
Sukuna,Fufufufu…
Fushiguro,Wh-What are you…?
[Action: Sukuna rips out Itadori’s heart.],
Sukuna,I’m taking this brat hostage.
Fushiguro,Hostage?
Sukuna,"Yeah. I can live without this, but that ain’t true for the brat."
[Action: Sukuna tosses Itadori’s heart aside.],
Sukuna,Switching out with me means he dies. Also…
[Action: Sukuna takes out his finger.],
Sukuna,… for good measure.
[Action: Sukuna eats his finger.],
Fushiguro,"(Thoughts) Sukuna’s finger!

(Thoughts) That special-grade cursed spirit in there must have consumed it!"
Sukuna,"With that, I’m free as a bird. You can be frightened now. I’ll kill you.

For no particular reason."
Fushiguro,"Our positions are reversed now.

Ngh…"
,
,
,
[Scene: Outside the detention center. Fushiguro prepares to fight Sukuna.],
Fushiguro,"(Thoughts) The only thing granted equally to all is an unfair reality.

You just don’t get it. He’s… Itadori’s coming back.

It’ll happen even if that means he’ll die. That’s just who he is."
Sukuna,"You give him too much credit. This guy’s just a little tougher and denser than other humans.

Just a moment ago, he was scared out of his mind, on the verge of death, and prattling on about his regrets and all that nonsense.

I know for a fact that he doesn’t have the guts to kill himself."
Fushiguro,"(Thoughts) His arm is restored!

(Thoughts) Healing… He can use Reverse Cursed Techniques.

(Thoughts) Sukuna’s incarnated. Even if he can live without a heart, it should still be damaging to him.

(Thoughts) I’ll make him heal his heart before Itadori returns. I just have to make him believe he can’t beat me without a heart in his body!

(Thoughts) Can I do that… when I couldn’t even move with that special-grade in front of me?

Phew…

(Thoughts) It’s not about whether I can. I have to do it!"
[Action: Fushiguro summons Nue.],
Nue,Urahh!
Sukuna,"I’m finally outside, after all. Let’s use the open space."
"[Action: Fushiguro punches and kicks at Sukuna, but Sukuna dodges his attacks easily.]",
Fushiguro,"Ngh!

Ugh! Ngh… Ngh! Ngh!"
Sukuna,"Heh… Interesting. You can use Shikigami, but you still come at me yourself?"
Nue,Urahh!
Fushiguro,"Ngh!

Ngh!

Grr… Ngh… Ugh!"
Sukuna,More.
Fushiguro,Ugh… Ngh…
Sukuna,More.
Fushiguro,Ngh… Ugh…
Sukuna,More!
[Action: Sukuna grabs Fushiguro’s fist and spins him around.],
Fushiguro,Ugh… Ngh…
Sukuna,Heh… Put more curse behind it…
[Action: Sukuna punches Fushiguro in the face.],
Fushiguro,Ngh… Gah!
Sukuna,… when you strike me. Hehehehe…
Fushiguro,(Thoughts) Orochi!
[Action: Fushiguro summons his Great Serpent. It bites Sukuna and pulls him into the sky.],
Sukuna,Hm?
Fushiguro,Gang up on him!
Nue,Urahh!
[Action: Nue attacks Sukuna multiple times.],
Sukuna,Heh…
[Action: Sukuna explodes Fushiguro’s Great Serpent.],
Fushiguro,Ah!
[Action: Sukuna grabs Fushiguro’s shirt.],
Sukuna,"Hey, what did I just say?"
Fushiguro,Guh!
Sukuna,Let’s use this open space!
[Action: Sukuna throws Fushiguro into the trees.],
Fushiguro,"Ugh!

Ngh… Ah!

Ngh!"
[Action: Sukuna kicks Fushiguro into a building.],
Fushiguro,"Ugh!

Gah!"
[Action: Nue catches Fushiguro as he flies out of a building.],
Nue,Urahh!
Fushiguro,(Thoughts) It’s not even a matter of jujutsu. His power and his agility are on a different scale!
Sukuna,Nice techniques there!
[Action: Sukuna hits Fushiguro and Nue into another building.],
Fushiguro,"(Thoughts) What do I do? I used up one of my Shikigami to escape that Innate Domain.

(Thoughts) Demon Dog White and Orochi are both destroyed… And Nue’s at his limit, too.

(Thoughts) I should release him before he gets destroyed."
[Action: Fushiguro releases Nue.],
Sukuna,I get it now. So your Shikigami are created from shadows.
Fushiguro,"(Thoughts) It makes no difference if he knows that now.

So what?"
Sukuna,"Hmm…

(Thoughts) It’s not the generic technique that uses charms. It’s adaptable, too.

I don’t get it, though. Why did you run back then?

Heh… What a waste of talent."
Fushiguro,Huh?
Sukuna,"Whatever.

Either way, that won’t be enough to fix this."
Fushiguro,"(Thoughts) He figured it out, huh?"
Sukuna,You’re risking your life over stupid shit. This brat isn’t even worth that much.
Itadori,(Flashback) Then why did you bother saving me?!
Fushiguro,(Thoughts) The only thing granted equally to all is an unfair reality!
Tsumiki,"(Flashback) If I have the time to curse someone, I’d rather spend it thinking about those precious to me."
Fushiguro,"(Thoughts) There was no room to doubt what a good person she was.

(Thoughts) She deserved happiness more than anyone else. But Tsumiki was still cursed.

(Thoughts) The father who named me “Megumi” with no regard for my gender is still off living as he pleases somewhere.

(Thoughts) Karma isn’t fully automatic.

(Thoughts) Evil people can only be judged under the law.

(Thoughts) Jujutsu sorcerers are just another cog in that machine of retribution.

(Thoughts) I want more good people to enjoy fairness, even if only a few… so I save people unequally!"
[Action: Fushiguro’s cursed energy grows.],
Sukuna,"Nice. That’s it!

So this is when you start burning through your life!

Now I see. Well, in that case… show me, Fushiguro Megumi!"
Fushiguro,"Sacred treasure swing and ring, ring, Eight Grip… Ah…"
[Action: Fushiguro’s cursed energy dissipates. Itadori returns to his body.],
Fushiguro,"Just so you know, I… don’t have any logical reason for saving you back then.

Even if it was dangerous, I couldn’t bear to see a good person like you die. I did have my reservations, but ultimately, it was for selfish, emotional reasons.

That’s fine, though. I’m not a hero.

I’m a jujutsu sorcerer.

I’ve never once regretted saving you."
Itadori,"I see. You really are smart, Fushiguro. You’ve put more thought into this than I have.

I think your conviction’s a proper one, but I don’t think mine is wrong, either."
[Action: Itadori bleeds heavily.],
Itadori,"Oh, sorry. I’m almost done for. Guess I won’t have to worry about you, Kugisaki, or gojou-sensei.

Live a long life."
[Action: Itadori falls forward.],
Fushiguro,Grr… Ngh…
,
,
,
"[Scene: A new day, in Tokyo. Kenjaku, Jougo, Hanami, Dagon walk through the streets.]",
Jougo,"Well, tell me. Was there any real reason to use a precious finger to test Sukuna’s strength?"
Kenjaku,"Well, there wasn’t much point to it with a half-baked test case.

But we did learn a few things."
Jougo,Hmph. I’ll be praying that’s not just an excuse.
Dagon,"Bleph, bleph…"
[Action: Hanami makes a garbled noise.],
Jougo,"Stop talking! No one understands what you’re saying!

We don’t understand, yet the meaning flows right into our minds. It’s creepy!"
"[Action: Kenjaku, Jougo, Hanami, and Dagon walk into a restaurant.]",
Woman,"Welcome!

Would you like a seat for one?"
Kenjaku,"Yes, one, please."
,
"[Scene: At Tokyo Metropolitan Jujutsu Technical High School, in the morgue. Itadori’s body is covered in a white cloth.]",
Ijichi,"If you encounter it, your choices are to either run or die. I warned them that fighting was absolutely not an option."
Gojou,It was intentional.
Ijichi,Huh? What do you mean?
Gojou,"There was a special-grade. Sending first-years to rescue five who may or may not be alive should be out of the question.

Besides, with Yuuji, I was the one who forced the issue and got his execution indefinitely suspended. Some higher-ups who didn’t like that took advantage of my absence and the special-grade to tactfully dispose of him."
Ijichi,Ah…
Gojou,"If the other two had also died, it’d be more harassment for me and two birds with one stone for them."
Ijichi,No! But… no one expected it to become a special-grade by the time the dispatch was issued.
Gojou,"Searching for someone to blame is just a pain.

Maybe I should just… kill all of the higher-ups."
Ijichi,Ah…
[Action: Ieiri enters the room.],
Ieiri,You’re not usually this emotional.
Ijichi,"It’s good to see you, Ieiri-san!"
Ieiri,Looks to me… like you’ve taken quite a liking to him.
Gojou,I’ve always been a nice guy who cares for my students.
Ieiri,Don’t torment Ijichi too much.
Ijichi,Ah…
Ieiri,"He’s got it rough, stuck between us and the higher-ups."
Ijichi,"(Thoughts) Keep going, keep going, keep going!"
Gojou,I don’t care about a man’s hardships.
Ieiri,That so?
Ijichi,Ah!
Ieiri,So this is…
[Action: Ieiri pulls the sheet of Itadori’s body.],
Ieiri,"… Sukuna’s vessel, huh?

I can take him apart as I please, right?"
Gojou,Make sure to get good use out of him.
Ieiri,"Oh, I will.

Who do you think I am?"
,
[Scene: In the courtyard. Fushiguro and Kugisaki mourn.],
Kugisaki,"“Live a long life”? Doesn’t mean much when you go and die yourself.

Is this your first time having a partner die?"
Fushiguro,First time for one my age.
Kugisaki,"Oh? You seem to be taking it well, considering."
Fushiguro,Same to you.
Kugisaki,"Of course. I only knew him for about two weeks.

I’m not some simple woman who breaks down bawling when a guy I barely know dies.

Tsk… Jeez…"
[Action: Kugisaki struggles to hold back tears.],
Kugisaki,Ngh…
Fushiguro,"It’s hot, huh?"
Kugisaki,Yeah. I wonder if it’s time for summer uniforms.
"[Action: Maki, Inumaki, and Panda approach Fushiguro and Kugisaki.]",
Maki,"What’s this?

You’re looking more glum than usual, Megumi. This a wake or something?"
Fushiguro,Zenin-senpai.
Maki,Don’t call me by my last name!
[Action: Panda calls to Maki from behind a statue. Inumaki stands near him.],
Panda,Maki! Maki!
Maki,I’m talking here.
Panda,Y-You actually don’t know why they’re so down?
Maki,What are you talking about?
Panda,Someone really did die yesterday! One of the first-year boys!
Inumaki,Bonito flakes.
Maki,"Erk! You should’ve told me sooner!

Now I look like some heartless, cold-blooded demon!"
Panda,That’s exactly how you came off.
Inumaki,Tuna and mayo.
Maki,You’re supposed to try to make me feel better!
Kugisaki,Who are those guys?
Fushiguro,Our second-year upperclassmen.
Panda,You have to be kinder to your underclassmen.
Maki,There’s more to kindness than being soft on them.
Fushiguro,Zenin-senpai is the best of all the students at wielding cursed tools.
Inumaki,Salmon roe.
Fushiguro,"That’s the Cursed Speech user, Inumaki-senpai. He can only speak in ingredients of rice balls."
Panda,"He’s a bit softer when Yuuta’s around, though."
Fushiguro,"Panda-senpai.

There’s one more, Okkotsu-senpai, who’s the only one I can openly respect… but he’s overseas right now."
Kugisaki,You’re not adding more about the panda named Panda?
Panda,"Man, sorry about this. And when you’re in mourning… Please forgive us for that.

The truth is we’d like you to participate in the Kyoto Sister School Exchange Event."
Kugisaki,"Kyoto Sister School Exchange Event?

What’s that?"
Fushiguro,"It’s a get-together with the other Tech School in Kyoto.

Though isn’t that event mainly second- and third-years?"
Maki,"And those stupid third-years are suspended right now, so you need to participate."
Kugisaki,What do you do at this event? Smash Bros? I won’t lose if it’s the Wii version. I’ll Meteor Smash so you can’t come back.
Panda,"Then let’s make a three-man team.

The exchange event has the principals of the Tokyo and Kyoto schools each propose a form of competition to be held for an entire day over the course of two days.

Though that’s just how it is on paper. Every year, the first day is team battles, and the second day is individual battles."
Inumaki,Salmon.
Kugisaki,Individual and team battles? We fight?! Against other jujutsu sorcerers?!
Maki,"Yeah, it’s a jujutsu battle where anything but killing goes."
Panda,"We’ll train you up well so you won’t get killed. Yeah, yeah, yeah!"
Kugisaki,"Hm? Wait, do you have time for that? I thought we were short on jujutsu sorcerers."
Panda,"That’s a good question. For now, we are.

The glum emotions people harbor from late winter through spring cause an outburst of curses in the summer, so that’s our busy season."
Maki,"Sometimes we’re busy all year long, but things should be settling down soon."
Kugisaki,Huh…
Maki,"So, you’ll do it, right? You just had a partner die on you, after all."
"Fushiguro, Kugisaki",We’re in!
Kugisaki,(Thoughts) I…
Fushiguro,(Thoughts) I…
"Fushiguro, Kugisaki",(Thoughts) … have to get stronger. I’ll do anything to achieve that!
Kugisaki,"But if I decide this training and exchange event is pointless, I’m quitting instantly."
Fushiguro,Same here.
Maki,Heh!
Panda,"Well, people this cocky are all the more worthwhile to train."
Inumaki,Bonito flakes.
,
"[Scene: At the restaurant in Tokyo. Kenjaku, Jougo, Hanami, and Dagon are at their table.]",
Kenjaku,So you’re saying your boss wants to reserve the current positions of humans and curses. Is that it?
Jougo,"Well, roughly. It’s slightly different, though.

Humans are made up of lies. For every positive action and emotion they show, there’s always a flip-side.

Yet negative emotions like hatred and hostility are truths without falsehood. Since we curses are born from those emotions, that makes us true, pure beings! Imitations should be eliminated!"
Kenjaku,"Yet, at present, you’re the ones being eliminated."
Jougo,That’s why we’ve come to ask you. What can we do to defeat jujutsu sorcerers?
Kenjaku,"If you fulfill two conditions before going to war, then you can win."
Jougo,And what are these two conditions?
Kenjaku,"The first involves the man known as the strongest jujutsu sorcerer. You have to render Gojou Satoru incapable of fighting.

The second is to get Ryoumen Sukuna and Itadori Yuuji on your side."
Jougo,"Err… Hold on. He died, didn’t he? That Itadori Yuuji brat, I mean."
Kenjaku,"Did he, though? I’m not so sure."
,
[Scene: In Sukuna’s domain. Sukuna sits on a throne of bones.],
Sukuna,"Don’t look inside me without permission. I hate it… brat.

Heh…"
[Scene: In Sukuna’s domain. Sukuna sits on a pile of bones as he watches Itadori.],
Sukuna,"Don’t look inside me without permission.

I hate it, brat."
Itadori,"Then come down from there, and I’ll look down on you!"
,
,
,
[Scene: In Sukuna’s domain. Sukuna continues to watch Itadori.],
Sukuna,"You’re being awfully hostile, aren’t you?"
Itadori,Damn straight I am. You just killed me.
Sukuna,This is the thanks I get for fixing your arm?
Itadori,"Yeah, and you ripped out my heart right after that!"
Sukuna,Haa…
Itadori,"Is this Hell?

I’m not sure I can accept being stuck with you even after death. This works out, though. I’ll make you cry!"
"[Action: Itadori throws a skull from Sukuna’s bone pile at Sukuna. Sukuna dodges, but Itadori continues to charge.]",
Itadori,"Urahh! Hope you’re ready for this!

Urahh! Ngh!"
"[Action: Itadori punches at Sukuna, but Sukuna blocks his hits easily.]",
Sukuna,Fufu…
Itadori,Urgh! Ahh! Ngh! Ugh!
[Action: Itadori punches the ground.],
Sukuna,(Thoughts) He was aiming for where I stood?
Itadori,"You fell for it!

I got you!"
"[Action: Itadori goes for a leg sweep, but Sukuna dodges easily.]",
Itadori,Huh?
Sukuna,"Man, you’re boring."
[Action: Sukuna kicks Itadori off the platform.],
Itadori,"Ah!

Gah! I thought I landed that one perfectly!"
[Action: Sukuna jumps on Itadori’s back.],
Itadori,"Ugh!

Damn it!"
Sukuna,This isn’t the afterlife.
[Action: Sukuna sits on Itadori’s back.],
Itadori,Erk!
Sukuna,It’s my Innate Domain.
Itadori,Innate Domain? That thing Fushiguro was talking about?
Sukuna,"You could also say we’re in my mind. In other words, we’re not dead yet."
Itadori,Ah…
Sukuna,"If you’ll accept my conditions, I’ll fix your heart and bring us back to life."
Itadori,"Cocky bastard… You act all big, but I know you don’t want to die, either."
Sukuna,"The situation’s changed. In the near future, I’ll be able to see something interesting.

I have two conditions. One: When I chant “Extension”, you’ll hand over your body for one minute. Two: You’ll forget this promise."
Itadori,"No way! I don’t know what your goal is, but it’s shady as hell. After what you did this time, I finally get it. You’re evil. I’m not lending you my body again!"
Sukuna,Then I’ll promise that I won’t kill or injure anyone during that minute. Haa… So annoying.
Itadori,Like I can believe you!
Sukuna,"It’s not about whether you believe me or not. This is a pact.

It’s a geas. I’ll be the one punished if I break it.

If you pursue selfish gain beyond your means, you’ll earn retribution. I’m pretty sure you’ve experienced that for yourself."
Itadori,It wasn’t a problem before!
Sukuna,"Huh? Oh… That time, I wanted to switch, too. And you were just doing as that sorcerer told you to.

A pact founded in mutual interest. That’s one of the key factors behind all jujutsu."
Itadori,"Fine, then. Move. I’ll accept your conditions."
[Action: Sukuna gets off Itadori. Itadori gets up.],
Itadori,"Haa…

I don’t know what you’re trying to do, but it means I’ll come back to life!"
[Action: Itadori punches Sukuna in the face.],
Sukuna,Ngh…
Itadori,Like hell I’d say that. Bring me back to life without any conditions. It’s your fault I died in the first place.
Sukuna,"Haa… Then how about this? We’ll fight to the death, and if you win, I’ll do it without conditions. If I win, you come back to life under my conditions."
Itadori,Sure! I’ll beat you to --
[Action: Sukuna kills Itadori instantly.],
,
"[Scene: At Tokyo Metropolitan Jujutsu Technical High School, at the morgue. Gojou and Ijichi have a chat.]",
Gojou,"You know, I have a bad personality."
Ijichi,I know.
Gojou,"Ijichi, expect a hard forehead flick later."
Ijichi,F-Forehead flick?
Gojou,Being a teacher isn’t my style. Do you know why I decided to teach at this school? Ask me.
Ijichi,Err… Why did you?
Gojou,Because I have a dream.
Ijichi,A dream?
Gojou,"Yep. As you can see in this case with Yuuji, the top of the jujutsu world is a den of vice. Conservative fools, traditional fools, arrogant fools, just plain fools. It’s a bargain sale on rotten mikan.

I want to reset that garbage jujutsu world."
Ijichi,Ah…
Gojou,"Murdering everyone at the top would be an easy task, but they would just get replaced. It wouldn’t bring a revolution. And if I did that, no one would follow me.

That’s why I chose education. To raise up strong, clever comrades.

That’s also why I occasionally tossed my missions to my students. It’s tough love."
Ijichi,(Thoughts) Are you sure you don’t just want to slack off?
Gojou,"They’re all talented, especially the third-year Hakari and the second-year Okkotsu. They’ll become jujutsu sorcerers on par with me.

Yuuji was one of those, as well."
Ijichi,Ahh…
Ieiri,"Hey, you two."
"Gojou, Ijichi",Huh?
Ieiri,I’m about to get started. Are you just gonna watch from there?
[Action: Itadori sits up.],
Ijichi,Ahh!
Gojou,Ah…
Ieiri,Hm? Ah…
Itadori,"Woah, I’m completely naked!"
Ijichi,G-G-G-Gojou-san!
Gojou,Fufufu…
Ijichi,H-H-H-H-He’s alive!
Gojou,"Ijichi, be quiet."
Ieiri,I’m kind of disappointed.
Itadori,"Um, I’m embarrassed to ask, but who are you?"
Gojou,Yuuji.
Itadori,Huh?
Gojou,Welcome back.
Itadori,Yeah. Good to be back!
[Action: Itadori and Gojou high-five.],
,
"[Scene: Sometime later, on a walkway in the school. Gojou and Ieiri talk and talk.]",
Ieiri,"Ugh, I’ll have to revise the reports."
Gojou,"No, leave them as-is."
Ieiri,Hm?
Gojou,"I want to give Yuuji time to gain the minimum power necessary before he’s targeted again.

Sorry, Shouko, but could you leave Yuuji listed as dead on the records?"
Ieiri,Huh? So you plan to keep Itadori completely hidden away?
Gojou,"No, I’ll have him make his comeback in time for the Exchange Event."
Ieiri,Why?
Gojou,"The reason is simple.

No one’s allowed to take the events of youth away from young people."
[Scene: In the morgue. Itadori puts a shirt on.] ,
Itadori,I bet everyone will be surprised.
Ijichi,Err… Ngh…
[Scene: In a courtyard. Gojou and Ieiri continue their talk.],
Gojou,Not anyone.
,
"[Scene: At a restaurant. Kenjaku, Jougo, Hanami, and Dagon sit at a table.]",
Man,"(Thoughts) Starting right now, I’m ditching work!

(Thoughts) I’ve always had a strong sense of responsibility. I’ve been saving up my earnings so I can send my four younger sisters to college, too. But even I can’t fight my survival instinct!

(Thoughts) If I go near that table, I’ll die!"
Jougo,Gojou Satoru… I wonder if we could kill him if we joined forces.
Kenjaku,"Either he’d flutter out of your grasp, or worst case, you’ll all get exorcized. I would recommend you pour energy into sealing him rather than killing him."
Jougo,Seal him? Do you have a lead?
Kenjaku,We’ll use the special-grade cursed object Prison Realm.
Jougo,Ah… Prison Realm?!
Men,"Table 5 hasn’t ordered anything at all. Someone go hurry him up. He’s taking up a whole table by himself.

Sorry, boss, but I quit!

Huh? What?!"
[Action: One of the waiters runs out of the restaurant.],
Man,Hey! Hold on a minute!
Jougo,You have that detestable thing?!
